DBN,schoolyear,% of cohort,fl_percent,frl_percent,total_enrollment,grade9,grade10,grade11,grade12,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,has_junior_high,total_elem,total_kg,has_kg,has_elem,total_junior_high,only_hs,levels_not_hs
28Q440,2008,89.8,22.2,0.0,3642,840.0,1026.0,918.0,857.0,8.2,8.8,24.0,9.7,29.7,35.9,51.6,48.4,1,0.0,0.0,0,0,1.0,0,1
08X295,2010,55.8,0.0,81.8,510,154.0,166.0,87.0,103.0,12.9,22.5,5.7,34.3,57.5,1.6,63.7,36.3,0,0.0,0.0,0,0,0.0,1,0
10X477,2008,94.0,86.1,0.0,428,112.0,109.0,124.0,83.0,30.8,3.0,13.8,18.0,61.2,6.5,44.9,55.1,0,0.0,0.0,0,0,0.0,1,0
24Q520,2008,92.7,58.9,0.0,449,102.0,130.0,91.0,126.0,1.1,10.5,10.2,11.1,63.9,14.3,48.6,51.4,0,0.0,0.0,0,0,0.0,1,0
05M469,2010,82.4,0.0,91.7,333,29.0,40.0,43.0,43.0,3.3,14.1,0.0,76.0,22.5,0.6,37.2,62.8,1,0.0,0.0,0,0,178.0,0,1
24Q550,2006,80.5,73.8,0.0,757,367.0,195.0,97.0,98.0,13.7,10.4,5.4,6.9,82.4,1.7,46.6,53.4,0,0.0,0.0,0,0,0.0,1,0
27Q400,2008,57.1,63.5,0.0,1224,431.0,388.0,230.0,175.0,3.5,15.7,5.3,80.6,11.4,1.4,58.3,41.7,0,0.0,0.0,0,0,0.0,1,0
08X282,2009,75.6,0.0,53.7,306,101.0,65.0,73.0,67.0,4.2,8.5,2.3,50.0,42.8,2.3,0.0,100.0,0,0.0,0.0,0,0,0.0,1,0
27Q323,2011,99.2,0.0,35.9,1062,122.0,110.0,100.0,88.0,0.0,1.0,22.0,19.2,15.9,41.6,43.9,56.1,1,0.0,0.0,0,0,642.0,0,1
16K455,2005,58.1,29.6,0.0,4400,1083.0,2016.0,973.0,328.0,1.3,15.9,0.7,87.5,8.0,0.5,53.1,46.9,0,0.0,0.0,0,0,0.0,1,0
08X405,2009,64.9,0.0,80.7,4115,1342.0,1394.0,776.0,603.0,8.8,16.6,6.0,22.5,60.9,9.2,59.1,40.9,0,0.0,0.0,0,0,0.0,1,0
08X305,2008,66.7,73.5,0.0,380,96.0,134.0,77.0,73.0,18.9,22.1,1.3,26.1,71.8,0.5,63.4,36.6,0,0.0,0.0,0,0,0.0,1,0
20K490,2011,80.2,0.0,45.9,4275,1243.0,1462.0,849.0,721.0,21.2,12.8,30.3,5.0,30.2,34.2,53.4,46.6,0,0.0,0.0,0,0,0.0,1,0
17K544,2006,75.0,80.9,0.0,395,162.0,106.0,58.0,69.0,1.3,5.1,0.0,89.9,8.1,0.3,38.5,61.5,0,0.0,0.0,0,0,0.0,1,0
27Q323,2007,100.0,29.5,0.0,602,94.0,0.0,0.0,0.0,0.2,0.8,18.6,20.3,12.1,48.2,48.0,52.0,1,0.0,0.0,0,0,508.0,0,1
14K474,2009,73.1,0.0,82.9,981,439.0,228.0,195.0,119.0,16.2,10.8,1.2,31.7,65.3,1.1,46.1,53.9,0,0.0,0.0,0,0,0.0,1,0
02M500,2007,71.4,64.4,0.0,202,93.0,59.0,21.0,29.0,9.9,18.3,2.0,41.1,55.0,1.0,52.0,48.0,0,0.0,0.0,0,0,0.0,1,0
27Q480,2006,66.5,78.6,0.0,3173,1229.0,932.0,632.0,380.0,7.2,11.6,27.3,26.4,34.7,6.4,54.4,45.6,0,0.0,0.0,0,0,0.0,1,0
17K408,2008,70.5,65.7,0.0,268,117.0,93.0,58.0,0.0,4.5,7.1,1.1,81.0,16.4,1.1,44.0,56.0,0,0.0,0.0,0,0,0.0,1,0
02M520,2005,67.6,73.1,0.0,2907,1256.0,724.0,392.0,535.0,14.1,10.8,21.3,26.3,46.5,4.1,49.3,50.7,0,0.0,0.0,0,0,0.0,1,0
12X245,2009,39.6,0.0,93.1,453,75.0,74.0,62.0,74.0,13.2,20.1,0.0,47.2,52.3,0.0,46.8,53.2,1,0.0,0.0,0,0,168.0,0,1
07X379,2009,47.6,0.0,85.4,152,33.0,41.0,43.0,35.0,5.9,5.9,0.0,47.4,51.3,0.7,44.1,55.9,0,0.0,0.0,0,0,0.0,1,0
02M520,2006,68.5,73.1,0.0,2920,1265.0,798.0,407.0,449.0,10.7,12.5,19.8,27.3,47.9,3.3,50.7,49.3,1,0.0,0.0,0,0,1.0,0,1
07X655,2008,42.3,71.4,0.0,1300,431.0,390.0,348.0,131.0,14.8,20.8,1.3,28.4,68.6,0.8,77.2,22.8,0,0.0,0.0,0,0,0.0,1,0
31R455,2006,87.9,7.4,0.0,3846,1034.0,953.0,961.0,898.0,1.3,10.7,6.2,2.4,9.0,80.5,50.4,49.6,0,0.0,0.0,0,0,0.0,1,0
29Q326,2010,89.7,0.0,60.0,78,78.0,0.0,0.0,0.0,3.8,14.1,2.6,79.5,12.8,1.3,55.1,44.9,0,0.0,0.0,0,0,0.0,1,0
08X293,2006,77.4,65.9,0.0,370,147.0,128.0,60.0,35.0,3.5,11.9,1.9,32.2,58.4,4.9,32.2,67.8,0,0.0,0.0,0,0,0.0,1,0
04M409,2006,70.1,71.8,0.0,425,184.0,119.0,48.0,74.0,5.9,17.6,0.7,28.9,64.9,2.1,44.5,55.5,0,0.0,0.0,0,0,0.0,1,0
13K265,2007,84.7,60.3,0.0,600,110.0,108.0,88.0,42.0,2.7,16.3,1.0,80.0,16.8,1.3,42.5,57.5,1,0.0,0.0,0,0,252.0,0,1
19K502,2011,75.8,0.0,70.9,381,134.0,100.0,79.0,68.0,5.0,21.0,1.0,73.8,23.4,1.6,81.1,18.9,0,0.0,0.0,0,0,0.0,1,0
23K514,2008,80.3,69.7,0.0,431,135.0,142.0,67.0,87.0,0.5,12.3,0.7,89.8,7.7,0.9,44.3,55.7,0,0.0,0.0,0,0,0.0,1,0
30Q286,2010,100.0,0.0,73.7,426,90.0,84.0,0.0,0.0,6.8,5.6,30.8,4.7,43.7,20.9,0.0,100.0,1,0.0,0.0,0,0,252.0,0,1
10X442,2008,90.9,69.6,0.0,364,122.0,110.0,61.0,71.0,4.4,9.1,0.5,29.9,67.9,1.4,38.5,61.5,0,0.0,0.0,0,0,0.0,1,0
25Q525,2008,100.0,23.1,0.0,1085,279.0,277.0,278.0,251.0,0.0,0.5,51.0,6.3,11.9,28.5,29.9,70.1,0,0.0,0.0,0,0,0.0,1,0
09X263,2009,77.3,0.0,88.5,408,91.0,108.0,101.0,108.0,10.8,12.5,0.5,38.7,59.3,0.5,33.3,66.7,0,0.0,0.0,0,0,0.0,1,0
02M429,2010,42.5,0.0,86.5,354,110.0,107.0,66.0,71.0,7.6,24.3,1.1,45.2,52.8,0.3,47.7,52.3,0,0.0,0.0,0,0,0.0,1,0
09X227,2011,66.3,0.0,83.9,355,111.0,99.0,70.0,75.0,29.3,21.1,1.1,27.9,69.3,0.8,50.1,49.9,0,0.0,0.0,0,0,0.0,1,0
14K454,2009,62.0,0.0,77.5,350,99.0,117.0,61.0,73.0,4.9,14.9,1.1,49.7,46.6,0.9,45.7,54.3,0,0.0,0.0,0,0,0.0,1,0
21K337,2005,94.7,60.0,0.0,72,72.0,0.0,0.0,0.0,69.4,0.0,23.6,30.6,26.4,18.1,56.9,43.1,0,0.0,0.0,0,0,0.0,1,0
07X670,2005,75.2,73.9,0.0,593,213.0,189.0,89.0,102.0,4.6,10.8,1.2,39.5,56.0,1.5,26.6,73.4,0,0.0,0.0,0,0,0.0,1,0
02M313,2009,62.3,0.0,58.9,247,35.0,95.0,65.0,52.0,5.3,16.2,3.2,35.6,51.4,7.7,53.0,47.0,0,0.0,0.0,0,0,0.0,1,0
28Q620,2010,92.3,0.0,54.7,2352,560.0,591.0,551.0,650.0,1.7,11.5,48.7,24.7,22.4,3.5,66.2,33.8,0,0.0,0.0,0,0,0.0,1,0
12X242,2011,89.7,0.0,80.1,477,107.0,65.0,0.0,0.0,12.2,22.0,3.8,24.1,70.4,0.8,45.5,54.5,1,0.0,0.0,0,0,305.0,0,1
08X530,2010,52.8,0.0,91.7,448,130.0,138.0,102.0,78.0,16.1,20.8,1.8,27.5,69.6,0.7,47.8,52.2,0,0.0,0.0,0,0,0.0,1,0
08X405,2006,64.6,62.0,0.0,4288,2005.0,1141.0,660.0,482.0,6.1,14.5,6.1,23.4,55.5,11.8,56.9,43.1,0,0.0,0.0,0,0,0.0,1,0
10X342,2009,75.9,0.0,83.2,510,80.0,99.0,104.0,88.0,80.2,4.1,0.0,0.2,99.4,0.4,52.4,47.6,1,0.0,0.0,0,0,139.0,0,1
02M459,2006,85.5,68.9,0.0,341,123.0,77.0,68.0,73.0,53.4,0.3,27.6,13.8,44.9,13.5,46.0,54.0,0,0.0,0.0,0,0,0.0,1,0
15K497,2005,79.0,67.3,0.0,512,117.0,76.0,46.0,86.0,10.7,16.8,3.7,46.1,35.5,11.9,54.9,45.1,1,0.0,0.0,0,0,187.0,0,1
10X237,2005,95.7,80.6,0.0,279,106.0,97.0,0.0,0.0,11.8,4.3,1.1,31.2,63.4,2.5,21.1,78.9,1,0.0,0.0,0,0,76.0,0,1
14K586,2009,75.0,0.0,77.2,484,91.0,98.0,70.0,0.0,10.7,17.1,0.6,48.3,47.7,1.4,53.5,46.5,1,0.0,0.0,0,0,225.0,0,1
10X438,2005,59.2,83.7,0.0,527,172.0,184.0,110.0,61.0,14.4,14.4,1.9,30.0,63.8,1.5,59.2,40.8,0,0.0,0.0,0,0,0.0,1,0
32K556,2009,76.2,0.0,94.4,481,155.0,133.0,108.0,85.0,21.2,17.0,1.0,16.8,81.3,0.4,50.9,49.1,0,0.0,0.0,0,0,0.0,1,0
17K548,2007,74.1,62.0,0.0,402,101.0,112.0,120.0,69.0,0.7,9.5,0.7,82.3,10.0,1.7,25.9,74.1,0,0.0,0.0,0,0,0.0,1,0
27Q465,2006,54.7,69.7,0.0,945,311.0,299.0,148.0,187.0,10.5,18.0,3.8,60.2,32.6,2.0,51.2,48.8,0,0.0,0.0,0,0,0.0,1,0
14K454,2011,71.7,0.0,72.9,392,115.0,102.0,92.0,83.0,11.5,15.3,2.0,47.7,46.9,2.6,46.2,53.8,0,0.0,0.0,0,0,0.0,1,0
06M467,2010,77.2,0.0,70.3,665,241.0,165.0,126.0,133.0,28.6,15.3,0.8,12.9,85.3,1.1,53.8,46.2,0,0.0,0.0,0,0,0.0,1,0
07X527,2007,63.2,58.3,0.0,437,133.0,140.0,81.0,83.0,9.6,15.1,1.6,39.6,50.8,1.4,48.3,51.7,0,0.0,0.0,0,0,0.0,1,0
04M680,2009,71.4,0.0,81.5,318,81.0,80.0,107.0,50.0,6.9,22.0,0.3,29.6,65.4,2.8,53.5,46.5,0,0.0,0.0,0,0,0.0,1,0
17K600,2005,81.4,65.3,0.0,2380,880.0,730.0,341.0,429.0,5.8,9.2,1.9,83.4,8.8,1.8,25.5,74.5,0,0.0,0.0,0,0,0.0,1,0
12X248,2011,72.1,0.0,86.6,339,105.0,88.0,87.0,59.0,21.8,20.9,1.8,24.2,72.9,0.9,54.0,46.0,0,0.0,0.0,0,0,0.0,1,0
17K537,2010,78.7,0.0,81.6,398,119.0,113.0,76.0,90.0,7.5,13.3,0.8,86.4,9.8,1.0,61.8,38.2,0,0.0,0.0,0,0,0.0,1,0
02M418,2006,100.0,45.4,0.0,519,163.0,126.0,120.0,110.0,0.4,8.1,35.6,10.2,18.3,26.8,38.2,61.8,0,0.0,0.0,0,0,0.0,1,0
19K409,2010,96.4,0.0,83.5,438,96.0,74.0,56.0,64.0,0.7,5.3,0.9,63.7,33.1,1.6,44.3,55.7,1,0.0,0.0,0,0,148.0,0,1
09X543,2011,72.9,0.0,84.3,323,162.0,85.0,42.0,34.0,8.7,22.3,0.3,36.8,62.5,0.0,14.6,85.4,0,0.0,0.0,0,0,0.0,1,0
29Q265,2006,81.3,71.1,0.0,283,92.0,98.0,93.0,0.0,2.1,12.7,2.5,78.4,9.9,0.7,44.2,55.8,0,0.0,0.0,0,0,0.0,1,0
02M489,2010,84.6,0.0,72.5,807,251.0,213.0,171.0,172.0,5.1,12.4,27.8,23.2,39.9,9.2,55.0,45.0,0,0.0,0.0,0,0,0.0,1,0
02M500,2009,69.9,0.0,86.8,231,102.0,67.0,12.0,50.0,16.0,19.0,1.7,35.1,59.7,1.3,60.6,39.4,0,0.0,0.0,0,0,0.0,1,0
24Q485,2006,69.1,41.8,0.0,3051,1037.0,963.0,493.0,558.0,17.4,9.3,6.3,3.9,63.8,23.9,52.0,48.0,0,0.0,0.0,0,0,0.0,1,0
02M432,2011,71.1,0.0,78.0,214,96.0,118.0,0.0,0.0,7.5,27.1,7.9,41.1,45.3,4.2,53.7,46.3,0,0.0,0.0,0,0,0.0,1,0
13K670,2009,98.2,0.0,64.8,829,258.0,193.0,172.0,206.0,0.0,3.7,2.1,86.2,9.3,0.6,42.1,57.9,0,0.0,0.0,0,0,0.0,1,0
11X544,2007,80.4,82.7,0.0,432,117.0,152.0,105.0,58.0,8.3,15.5,0.9,47.9,49.8,0.7,46.8,53.2,0,0.0,0.0,0,0,0.0,1,0
17K590,2010,93.8,0.0,82.8,1032,250.0,209.0,181.0,161.0,0.0,0.2,0.5,96.5,2.8,0.2,43.4,56.6,1,0.0,0.0,0,0,231.0,0,1
11X415,2007,56.0,62.3,0.0,1554,592.0,509.0,234.0,219.0,19.4,19.1,5.1,34.7,47.4,11.1,59.3,40.7,0,0.0,0.0,0,0,0.0,1,0
10X243,2007,68.6,80.6,0.0,554,138.0,114.0,65.0,34.0,15.2,16.1,3.1,35.2,60.1,0.5,55.8,44.2,1,0.0,0.0,0,0,203.0,0,1
28Q896,2011,95.7,0.0,56.9,510,118.0,58.0,49.0,52.0,2.7,9.0,21.0,57.3,18.4,2.4,0.0,100.0,1,0.0,0.0,0,0,233.0,0,1
09X505,2008,83.7,66.4,0.0,602,118.0,145.0,102.0,77.0,4.0,13.0,3.0,33.9,60.3,1.8,39.9,60.1,1,0.0,0.0,0,0,160.0,0,1
07X427,2007,83.6,73.9,0.0,360,109.0,122.0,51.0,78.0,7.8,16.1,0.3,35.8,61.7,1.1,42.2,57.8,0,0.0,0.0,0,0,0.0,1,0
10X319,2008,32.3,71.1,0.0,200,81.0,69.0,39.0,11.0,5.5,8.0,0.5,35.0,62.5,1.0,39.5,60.5,0,0.0,0.0,0,0,0.0,1,0
24Q520,2006,82.8,55.48,0.0,481,99.0,120.0,127.0,135.0,1.7,7.9,8.5,10.2,64.0,16.6,50.7,49.3,0,0.0,0.0,0,0,0.0,1,0
17K408,2010,69.4,0.0,63.1,310,106.0,92.0,62.0,50.0,10.0,13.2,1.0,82.6,14.8,1.6,51.6,48.4,0,0.0,0.0,0,0,0.0,1,0
09X403,2010,84.0,0.0,89.8,400,98.0,124.0,82.0,96.0,87.0,2.0,0.0,22.5,72.5,5.0,49.5,50.5,0,0.0,0.0,0,0,0.0,1,0
25Q281,2007,90.5,56.6,0.0,356,87.0,81.0,0.0,0.0,16.6,6.2,52.5,15.7,24.2,4.5,50.8,49.2,1,0.0,0.0,0,0,188.0,0,1
10X374,2008,82.4,81.1,0.0,222,106.0,116.0,0.0,0.0,6.8,7.7,1.8,35.6,59.9,1.8,45.9,54.1,0,0.0,0.0,0,0,0.0,1,0
09X276,2006,68.1,81.9,0.0,209,106.0,103.0,0.0,0.0,14.8,12.4,1.0,27.3,64.6,2.4,43.1,56.9,0,0.0,0.0,0,0,0.0,1,0
06M468,2008,66.9,84.6,0.0,670,219.0,198.0,117.0,136.0,29.1,11.3,0.3,7.5,91.2,0.9,49.0,51.0,0,0.0,0.0,0,0,0.0,1,0
03M415,2010,67.0,0.0,86.6,525,159.0,120.0,63.0,99.0,6.3,17.5,1.0,63.2,34.1,1.3,42.5,57.5,1,0.0,0.0,0,0,84.0,0,1
32K545,2006,75.3,78.7,0.0,639,177.0,195.0,134.0,133.0,8.9,9.4,1.1,11.1,80.3,0.6,44.6,55.4,0,0.0,0.0,0,0,0.0,1,0
09X297,2011,75.0,0.0,79.1,450,148.0,110.0,101.0,91.0,19.1,22.4,0.4,26.0,73.1,0.4,53.8,46.2,0,0.0,0.0,0,0,0.0,1,0
10X374,2010,85.2,0.0,92.9,368,96.0,87.0,80.0,105.0,7.3,10.6,1.4,35.1,61.1,1.9,44.3,55.7,0,0.0,0.0,0,0,0.0,1,0
16K455,2008,51.4,62.4,0.0,2835,477.0,681.0,573.0,1104.0,1.4,17.8,0.7,89.9,7.3,0.8,59.6,40.4,0,0.0,0.0,0,0,0.0,1,0
12X262,2006,60.7,77.0,0.0,313,130.0,118.0,65.0,0.0,6.1,9.9,1.3,47.3,48.9,0.6,20.8,79.2,0,0.0,0.0,0,0,0.0,1,0
24Q530,2005,86.6,79.0,0.0,480,333.0,0.0,0.0,147.0,57.5,0.6,32.3,3.1,48.8,15.0,44.4,55.6,0,0.0,0.0,0,0,0.0,1,0
07X548,2008,82.4,71.2,0.0,324,85.0,85.0,81.0,73.0,4.0,12.7,0.9,28.7,69.1,0.3,84.3,15.7,0,0.0,0.0,0,0,0.0,1,0
02M414,2006,97.2,37.4,0.0,380,137.0,105.0,92.0,46.0,0.3,10.5,12.6,22.1,43.9,20.5,47.4,52.6,0,0.0,0.0,0,0,0.0,1,0
15K463,2005,82.9,76.0,0.0,610,169.0,111.0,60.0,35.0,10.3,13.3,5.7,44.8,41.0,6.9,39.3,60.7,1,0.0,0.0,0,0,235.0,0,1
11X508,2011,82.8,0.0,60.0,95,95.0,0.0,0.0,0.0,7.4,12.6,4.2,23.2,56.8,12.6,60.0,40.0,0,0.0,0.0,0,0,0.0,1,0
19K615,2009,81.0,0.0,75.9,1543,708.0,449.0,128.0,258.0,2.1,11.5,4.1,71.0,22.4,1.6,81.1,18.9,0,0.0,0.0,0,0,0.0,1,0
18K629,2009,78.9,0.0,78.2,152,99.0,53.0,0.0,0.0,9.2,17.8,1.3,82.2,14.5,0.7,48.0,52.0,0,0.0,0.0,0,0,0.0,1,0
14K454,2006,71.9,60.0,0.0,110,110.0,0.0,0.0,0.0,7.3,10.0,3.6,39.1,51.8,1.8,45.5,54.5,0,0.0,0.0,0,0,0.0,1,0
23K644,2011,94.8,0.0,67.0,336,83.0,0.0,0.0,0.0,3.0,24.1,0.0,87.8,11.3,0.6,100.0,0.0,1,0.0,0.0,0,0,253.0,0,1
23K493,2006,82.1,62.1,0.0,443,95.0,78.0,54.0,0.0,1.1,8.1,4.1,79.5,12.2,0.7,44.2,55.8,1,0.0,0.0,0,0,216.0,0,1
17K600,2010,86.1,0.0,79.9,1746,513.0,598.0,277.0,358.0,6.9,10.7,1.5,90.5,6.9,0.6,23.0,77.0,0,0.0,0.0,0,0,0.0,1,0
08X367,2010,69.1,0.0,80.5,404,100.0,0.0,0.0,0.0,4.0,22.0,2.0,32.9,63.9,0.7,58.4,41.6,1,0.0,0.0,0,0,304.0,0,1
24Q560,2006,75.3,57.48,0.0,495,136.0,130.0,92.0,40.0,3.4,10.5,14.3,14.5,53.7,14.1,44.2,55.8,1,0.0,0.0,0,0,97.0,0,1
07X473,2008,76.9,82.5,0.0,333,95.0,82.0,73.0,83.0,9.6,16.8,0.9,26.4,72.4,0.0,51.4,48.6,0,0.0,0.0,0,0,0.0,1,0
02M551,2009,87.0,0.0,85.5,409,122.0,123.0,90.0,74.0,12.7,16.9,1.5,37.2,57.7,2.7,54.8,45.2,0,0.0,0.0,0,0,0.0,1,0
17K543,2008,98.6,62.6,0.0,499,68.0,70.0,80.0,92.0,0.2,1.8,3.2,88.6,6.2,1.0,45.7,54.3,1,0.0,0.0,0,0,189.0,0,1
19K409,2005,96.7,82.2,0.0,419,70.0,86.0,68.0,53.0,1.4,6.2,1.7,64.0,32.5,0.7,42.7,57.3,1,0.0,0.0,0,0,142.0,0,1
27Q475,2010,64.5,0.0,65.2,2910,876.0,986.0,617.0,431.0,17.0,13.1,34.1,16.0,47.1,2.4,51.1,48.9,0,0.0,0.0,0,0,0.0,1,0
07X334,2009,45.6,0.0,95.6,354,123.0,97.0,83.0,51.0,90.7,2.3,2.0,28.8,66.7,2.3,55.1,44.9,0,0.0,0.0,0,0,0.0,1,0
09X517,2009,73.5,0.0,72.1,587,122.0,89.0,85.0,61.0,6.6,14.1,0.9,56.9,41.6,0.5,47.4,52.6,1,0.0,0.0,0,0,230.0,0,1
18K566,2009,61.6,0.0,81.7,220,93.0,65.0,62.0,0.0,3.6,20.0,2.7,89.1,6.8,0.0,67.7,32.3,0,0.0,0.0,0,0,0.0,1,0
02M408,2005,99.0,13.2,0.0,420,86.0,80.0,80.0,96.0,0.5,4.5,3.8,24.3,17.9,46.0,27.4,72.6,1,0.0,0.0,0,0,78.0,0,1
16K393,2009,90.7,0.0,57.9,505,91.0,56.0,71.0,71.0,1.8,15.4,0.6,83.2,13.9,0.4,51.5,48.5,1,0.0,0.0,0,0,216.0,0,1
06M467,2006,83.4,92.3,0.0,633,266.0,188.0,92.0,87.0,23.5,10.3,0.5,4.7,94.0,0.6,52.0,48.0,0,0.0,0.0,0,0,0.0,1,0
11X265,2008,68.9,78.8,0.0,423,133.0,105.0,93.0,92.0,6.9,11.1,1.9,41.6,55.6,0.9,53.9,46.1,0,0.0,0.0,0,0,0.0,1,0
17K528,2008,83.1,68.7,0.0,432,160.0,136.0,66.0,70.0,3.0,11.1,0.2,85.0,12.3,0.7,46.8,53.2,0,0.0,0.0,0,0,0.0,1,0
10X442,2006,86.7,71.2,0.0,331,106.0,117.0,48.0,60.0,5.7,5.4,0.6,29.3,67.4,2.1,42.9,57.1,0,0.0,0.0,0,0,0.0,1,0
02M550,2011,48.3,0.0,79.5,397,116.0,96.0,108.0,77.0,90.2,2.0,25.7,19.9,42.1,11.8,61.0,39.0,0,0.0,0.0,0,0,0.0,1,0
02M500,2011,81.0,0.0,83.5,237,73.0,69.0,51.0,44.0,15.6,32.9,3.8,35.0,55.3,2.5,62.4,37.6,0,0.0,0.0,0,0,0.0,1,0
03M404,2011,61.0,0.0,50.4,199,23.0,83.0,65.0,28.0,3.5,10.1,48.7,33.2,16.6,1.5,47.7,52.3,0,0.0,0.0,0,0,0.0,1,0
29Q494,2007,68.6,31.5,0.0,535,249.0,154.0,83.0,49.0,1.1,11.6,4.9,77.2,13.8,0.9,44.5,55.5,0,0.0,0.0,0,0,0.0,1,0
17K546,2006,98.9,61.34,0.0,404,140.0,117.0,67.0,80.0,0.5,3.0,1.0,85.9,12.6,0.2,24.8,75.2,0,0.0,0.0,0,0,0.0,1,0
28Q680,2010,100.0,0.0,68.8,632,118.0,127.0,107.0,98.0,0.0,0.0,34.8,44.9,17.6,2.2,36.2,63.8,1,0.0,0.0,0,0,182.0,0,1
17K546,2008,98.7,64.8,0.0,404,100.0,110.0,98.0,96.0,0.2,5.4,1.5,85.9,12.1,0.5,21.0,79.0,0,0.0,0.0,0,0,0.0,1,0
05M367,2009,69.6,0.0,74.0,397,96.0,58.0,59.0,0.0,9.1,18.9,0.5,61.7,37.0,0.3,44.8,55.2,1,0.0,0.0,0,0,184.0,0,1
03M860,2006,74.1,70.6,0.0,450,83.0,90.0,70.0,22.0,1.8,12.9,0.9,77.1,19.1,0.7,48.4,51.6,1,0.0,0.0,0,0,185.0,0,1
07X551,2009,93.4,0.0,89.2,581,101.0,79.0,81.0,71.0,10.2,20.3,1.2,34.9,63.3,0.3,42.5,57.5,1,0.0,0.0,0,0,249.0,0,1
14K477,2010,69.2,0.0,76.7,810,316.0,183.0,210.0,101.0,4.3,14.2,0.9,61.6,35.6,1.1,46.2,53.8,0,0.0,0.0,0,0,0.0,1,0
19K683,2009,87.0,0.0,60.0,166,108.0,58.0,0.0,0.0,10.8,13.9,12.0,47.6,40.4,0.0,45.8,54.2,0,0.0,0.0,0,0,0.0,1,0
13K350,2010,72.2,0.0,76.0,391,121.0,103.0,87.0,80.0,3.8,20.7,2.0,70.3,24.3,0.8,43.0,57.0,0,0.0,0.0,0,0,0.0,1,0
02M605,2011,82.7,0.0,54.0,192,48.0,77.0,34.0,33.0,1.0,6.8,7.3,21.9,57.8,11.5,42.7,57.3,0,0.0,0.0,0,0,0.0,1,0
04M610,2007,100.0,63.3,0.0,406,75.0,77.0,55.0,50.0,1.7,5.4,2.7,34.2,58.4,1.5,0.0,100.0,1,0.0,0.0,0,0,149.0,0,1
13K412,2011,86.1,0.0,68.9,462,135.0,124.0,118.0,85.0,2.4,18.0,0.6,79.2,17.1,1.3,45.5,54.5,0,0.0,0.0,0,0,0.0,1,0
02M313,2010,64.2,0.0,55.7,253,17.0,67.0,99.0,70.0,5.5,14.6,3.2,34.0,54.2,7.1,54.9,45.1,0,0.0,0.0,0,0,0.0,1,0
18K589,2011,71.1,0.0,54.4,293,109.0,69.0,55.0,60.0,3.4,17.4,0.7,89.4,9.6,0.0,47.4,52.6,0,0.0,0.0,0,0,0.0,1,0
19K502,2008,80.9,73.5,0.0,396,184.0,107.0,74.0,31.0,3.3,14.1,1.0,79.3,18.2,0.5,73.2,26.8,0,0.0,0.0,0,0,0.0,1,0
02M300,2006,83.3,55.7,0.0,307,115.0,104.0,88.0,0.0,7.5,6.8,4.2,25.4,61.9,4.2,68.4,31.6,0,0.0,0.0,0,0,0.0,1,0
31R450,2009,80.9,0.0,53.8,2654,830.0,726.0,554.0,544.0,6.2,12.7,6.7,38.4,30.6,22.0,45.9,54.1,0,0.0,0.0,0,0,0.0,1,0
02M420,2011,94.8,0.0,68.0,1768,564.0,513.0,375.0,316.0,4.0,10.9,20.5,24.4,49.7,5.3,29.4,70.6,0,0.0,0.0,0,0,0.0,1,0
14K685,2010,64.6,0.0,84.5,200,66.0,46.0,52.0,36.0,16.0,21.5,1.5,9.0,89.0,0.5,44.5,55.5,0,0.0,0.0,0,0,0.0,1,0
02M308,2009,84.3,0.0,75.6,311,103.0,83.0,72.0,53.0,4.8,26.0,8.4,31.8,51.1,4.8,39.2,60.8,0,0.0,0.0,0,0,0.0,1,0
24Q485,2008,66.0,41.4,0.0,2771,820.0,837.0,522.0,592.0,21.8,10.6,6.8,4.2,64.9,23.1,53.7,46.3,0,0.0,0.0,0,0,0.0,1,0
07X547,2007,57.1,81.4,0.0,334,96.0,81.0,79.0,78.0,6.0,15.6,0.9,38.0,59.3,1.2,59.0,41.0,0,0.0,0.0,0,0,0.0,1,0
27Q480,2005,61.4,75.0,0.0,3358,1211.0,975.0,666.0,506.0,6.8,10.6,28.9,27.1,32.5,7.7,54.2,45.8,0,0.0,0.0,0,0,0.0,1,0
09X250,2006,86.4,71.3,0.0,298,103.0,60.0,0.0,0.0,3.7,4.0,0.7,47.3,47.7,0.7,41.3,58.7,1,0.0,0.0,0,0,135.0,0,1
10X374,2009,89.9,0.0,84.6,295,97.0,91.0,107.0,0.0,6.1,10.2,1.0,36.9,58.6,2.0,46.8,53.2,0,0.0,0.0,0,0,0.0,1,0
05M685,2008,51.5,62.6,0.0,526,237.0,123.0,63.0,102.0,12.0,17.7,0.4,50.8,48.1,0.4,47.9,52.1,1,0.0,0.0,0,0,1.0,0,1
18K633,2008,97.0,60.0,0.0,113,113.0,0.0,0.0,0.0,3.5,8.8,0.9,79.6,16.8,1.8,24.8,75.2,0,0.0,0.0,0,0,0.0,1,0
12X388,2008,80.4,60.0,0.0,93,93.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,49.5,50.5,0,0.0,0.0,0,0,0.0,1,0
07X500,2011,90.4,0.0,68.3,538,76.0,89.0,77.0,75.0,5.6,11.9,2.0,24.0,72.7,0.7,45.2,54.8,1,0.0,0.0,0,0,221.0,0,1
