DBN,schoolyear,% of cohort,fl_percent,frl_percent,total_enrollment,grade9,grade10,grade11,grade12,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,has_junior_high,total_elem,total_kg,has_kg,has_elem,total_junior_high,only_hs,levels_not_hs
02M432,2010,76.6,0.0,60.0,141,141.0,0.0,0.0,0.0,9.2,22.7,8.5,46.1,38.3,5.7,56.7,43.3,0,0.0,0.0,0,0,0.0,1,0
08X405,2010,66.8,0.0,80.7,3925,1481.0,1085.0,719.0,640.0,9.7,18.7,6.8,22.5,61.3,8.8,58.9,41.1,0,0.0,0.0,0,0,0.0,1,0
10X433,2005,65.1,74.5,0.0,493,157.0,132.0,121.0,83.0,8.5,8.5,1.4,34.5,59.8,2.4,28.8,71.2,0,0.0,0.0,0,0,0.0,1,0
31R470,2008,52.4,42.9,0.0,161,5.0,72.0,84.0,0.0,6.2,11.2,2.5,26.1,50.3,21.1,42.2,57.8,0,0.0,0.0,0,0,0.0,1,0
18K642,2011,74.0,0.0,76.4,305,75.0,90.0,83.0,57.0,11.1,12.5,2.3,82.3,10.5,3.9,62.6,37.4,0,0.0,0.0,0,0,0.0,1,0
10X439,2010,79.6,0.0,91.5,419,162.0,133.0,57.0,67.0,13.4,20.3,2.4,35.3,59.9,1.7,44.6,55.4,0,0.0,0.0,0,0,0.0,1,0
20K505,2007,68.9,58.1,0.0,3608,1245.0,1281.0,524.0,558.0,34.8,10.2,35.2,9.4,36.8,18.4,55.9,44.1,0,0.0,0.0,0,0,0.0,1,0
17K539,2005,82.8,70.6,0.0,218,145.0,73.0,0.0,0.0,2.3,7.8,1.8,78.9,13.3,0.9,43.1,56.9,0,0.0,0.0,0,0,0.0,1,0
10X368,2011,94.7,0.0,77.9,1126,171.0,163.0,107.0,114.0,12.1,14.3,4.0,11.9,81.9,2.0,48.9,51.1,1,0.0,0.0,0,0,571.0,0,1
21K525,2010,88.7,0.0,19.6,4019,1231.0,1243.0,731.0,814.0,9.1,13.8,25.6,24.9,17.0,32.2,41.8,58.2,0,0.0,0.0,0,0,0.0,1,0
19K504,2009,70.2,0.0,74.9,443,142.0,139.0,88.0,74.0,5.2,13.8,1.1,75.2,21.7,0.7,53.5,46.5,0,0.0,0.0,0,0,0.0,1,0
17K533,2010,79.1,0.0,81.3,429,77.0,71.0,90.0,78.0,3.7,14.5,0.2,90.4,7.2,1.2,49.2,50.8,1,0.0,0.0,0,0,113.0,0,1
09X543,2007,78.0,88.4,0.0,206,73.0,52.0,40.0,41.0,8.3,15.5,0.0,34.5,62.1,1.0,10.7,89.3,0,0.0,0.0,0,0,0.0,1,0
14K474,2005,71.6,61.2,0.0,1089,364.0,352.0,195.0,178.0,12.2,12.8,1.3,31.9,63.9,1.8,44.2,55.8,0,0.0,0.0,0,0,0.0,1,0
02M600,2006,93.9,67.7,0.0,1667,513.0,512.0,408.0,234.0,3.2,9.4,3.8,34.2,51.7,5.3,8.7,91.3,0,0.0,0.0,0,0,0.0,1,0
08X305,2006,61.0,68.6,0.0,357,107.0,110.0,99.0,41.0,13.2,12.3,2.0,26.1,71.4,0.0,69.2,30.8,0,0.0,0.0,0,0,0.0,1,0
02M414,2010,100.0,0.0,47.4,440,109.0,130.0,106.0,95.0,0.9,11.1,33.4,14.1,35.9,16.4,42.7,57.3,0,0.0,0.0,0,0,0.0,1,0
19K502,2007,67.0,84.7,0.0,386,164.0,100.0,89.0,33.0,3.6,14.8,0.5,78.8,18.4,0.3,72.3,27.7,0,0.0,0.0,0,0,0.0,1,0
11X418,2008,72.1,68.7,0.0,367,142.0,104.0,54.0,67.0,5.4,21.0,1.1,38.7,52.3,7.9,57.5,42.5,0,0.0,0.0,0,0,0.0,1,0
02M439,2008,100.0,64.0,0.0,393,99.0,103.0,117.0,74.0,2.0,9.2,6.6,28.0,59.3,5.1,35.1,64.9,0,0.0,0.0,0,0,0.0,1,0
26Q566,2007,95.4,27.3,0.0,1114,326.0,301.0,235.0,252.0,2.2,12.3,26.2,36.6,15.5,16.4,45.3,54.7,0,0.0,0.0,0,0,0.0,1,0
17K528,2006,76.5,79.5,0.0,323,143.0,102.0,78.0,0.0,2.2,6.5,0.9,82.7,12.4,0.9,44.3,55.7,0,0.0,0.0,0,0,0.0,1,0
30Q502,2007,84.0,56.7,0.0,974,324.0,304.0,149.0,197.0,9.5,12.8,14.3,16.4,54.4,12.4,63.2,36.8,0,0.0,0.0,0,0,0.0,1,0
28Q440,2005,88.0,30.7,0.0,3689,803.0,1141.0,848.0,897.0,10.3,7.0,22.2,10.7,25.5,38.5,49.1,50.9,0,0.0,0.0,0,0,0.0,1,0
30Q501,2008,99.4,22.4,0.0,650,172.0,145.0,173.0,160.0,0.6,2.3,10.8,20.6,29.5,37.7,31.1,68.9,0,0.0,0.0,0,0,0.0,1,0
03M299,2006,86.2,40.9,0.0,204,111.0,93.0,0.0,0.0,7.8,14.7,2.5,38.7,50.0,4.4,53.9,46.1,0,0.0,0.0,0,0,0.0,1,0
32K556,2008,56.1,86.4,0.0,489,176.0,144.0,80.0,89.0,20.4,15.3,1.2,16.0,81.8,0.8,46.0,54.0,0,0.0,0.0,0,0,0.0,1,0
10X237,2010,77.3,0.0,79.4,476,162.0,147.0,117.0,50.0,8.2,16.0,2.1,34.0,62.2,1.1,17.9,82.1,0,0.0,0.0,0,0,0.0,1,0
18K673,2011,69.1,0.0,56.7,203,79.0,77.0,38.0,9.0,0.5,8.9,1.0,88.7,9.4,0.5,52.2,47.8,0,0.0,0.0,0,0,0.0,1,0
10X319,2006,43.3,77.4,0.0,129,18.0,21.0,21.0,69.0,3.9,4.7,2.3,35.7,61.2,0.0,39.5,60.5,0,0.0,0.0,0,0,0.0,1,0
13K670,2011,95.8,0.0,47.4,895,240.0,217.0,231.0,207.0,0.0,3.0,2.7,87.0,8.8,0.4,46.1,53.9,0,0.0,0.0,0,0,0.0,1,0
15K519,2011,83.8,0.0,73.4,663,232.0,168.0,145.0,118.0,7.5,18.9,5.1,71.5,21.0,2.3,43.9,56.1,0,0.0,0.0,0,0,0.0,1,0
02M316,2011,89.6,0.0,74.9,378,129.0,118.0,77.0,54.0,2.6,15.6,3.4,46.8,48.4,1.3,0.0,100.0,0,0.0,0.0,0,0,0.0,1,0
16K455,2009,57.5,0.0,77.3,2293,449.0,479.0,831.0,534.0,2.3,17.6,0.8,89.0,7.5,0.8,62.0,38.0,0,0.0,0.0,0,0,0.0,1,0
28Q470,2009,54.3,0.0,44.2,1474,577.0,437.0,263.0,197.0,17.0,10.7,24.2,52.6,19.1,1.5,53.7,46.3,0,0.0,0.0,0,0,0.0,1,0
07X527,2005,75.6,58.3,0.0,361,110.0,112.0,78.0,61.0,5.8,11.4,1.7,47.1,42.1,1.1,43.5,56.5,0,0.0,0.0,0,0,0.0,1,0
30Q555,2007,78.7,73.4,0.0,1016,194.0,446.0,341.0,35.0,87.4,0.1,33.4,4.7,55.9,5.9,53.2,46.8,0,0.0,0.0,0,0,0.0,1,0
11X288,2005,81.6,60.5,0.0,312,120.0,100.0,92.0,0.0,1.9,7.7,6.7,41.0,44.2,6.1,58.3,41.7,0,0.0,0.0,0,0,0.0,1,0
02M300,2011,74.5,0.0,75.3,431,140.0,106.0,109.0,76.0,10.9,20.0,6.0,29.2,59.2,4.9,74.9,25.1,0,0.0,0.0,0,0,0.0,1,0
09X404,2007,70.5,81.4,0.0,442,118.0,144.0,95.0,85.0,10.6,14.7,0.5,42.1,55.4,0.5,48.4,51.6,0,0.0,0.0,0,0,0.0,1,0
19K615,2010,78.7,0.0,75.9,1458,460.0,422.0,232.0,344.0,2.5,13.4,4.0,71.3,22.6,1.4,82.6,17.4,0,0.0,0.0,0,0,0.0,1,0
22K405,2008,91.5,19.9,0.0,3758,1149.0,1045.0,829.0,735.0,2.8,4.8,29.2,38.0,10.2,22.4,45.4,54.6,0,0.0,0.0,0,0,0.0,1,0
24Q610,2007,93.6,61.7,0.0,1981,571.0,571.0,368.0,471.0,3.4,4.7,22.2,7.6,54.0,10.3,84.6,15.4,0,0.0,0.0,0,0,0.0,1,0
01M509,2005,73.3,81.5,0.0,558,172.0,112.0,32.0,43.0,14.0,24.4,16.5,13.6,66.5,2.3,53.4,46.6,1,0.0,0.0,0,0,199.0,0,1
14K322,2010,40.9,0.0,86.1,186,47.0,30.0,59.0,50.0,4.3,25.8,0.0,69.9,25.8,2.2,49.5,50.5,0,0.0,0.0,0,0,0.0,1,0
24Q455,2006,64.2,27.5,0.0,3805,1106.0,1102.0,770.0,827.0,24.3,8.5,23.3,8.0,63.2,4.3,55.3,44.7,0,0.0,0.0,0,0,0.0,1,0
01M448,2007,77.9,71.5,0.0,588,244.0,178.0,91.0,75.0,7.1,19.0,22.3,19.6,47.3,4.4,51.0,49.0,0,0.0,0.0,0,0,0.0,1,0
01M292,2006,62.0,85.6,0.0,434,92.0,72.0,61.0,0.0,10.6,22.4,13.1,31.6,47.9,3.2,55.5,44.5,1,0.0,0.0,0,0,209.0,0,1
04M635,2007,60.0,68.2,0.0,666,150.0,107.0,92.0,50.0,6.9,17.6,1.2,32.6,65.2,0.5,53.5,46.5,1,0.0,0.0,0,0,267.0,0,1
27Q308,2009,92.5,0.0,72.6,276,150.0,126.0,0.0,0.0,5.4,15.9,22.5,7.6,42.4,26.4,46.7,53.3,0,0.0,0.0,0,0,0.0,1,0
15K448,2008,85.1,46.9,0.0,673,98.0,90.0,73.0,71.0,2.4,31.5,3.9,41.0,40.7,14.1,54.7,45.3,1,0.0,0.0,0,0,341.0,0,1
09X241,2011,90.4,0.0,79.5,606,93.0,87.0,81.0,87.0,9.4,14.7,2.6,32.0,63.4,1.5,49.3,50.7,1,0.0,0.0,0,0,258.0,0,1
08X540,2009,43.9,0.0,94.0,384,133.0,106.0,79.0,66.0,14.1,23.7,3.1,29.9,65.1,1.3,51.0,49.0,0,0.0,0.0,0,0,0.0,1,0
07X548,2009,80.8,0.0,82.1,341,96.0,96.0,73.0,76.0,6.2,15.5,1.2,29.0,69.8,0.0,83.6,16.4,0,0.0,0.0,0,0,0.0,1,0
11X545,2006,89.9,78.3,0.0,385,120.0,112.0,87.0,66.0,5.5,15.3,2.1,31.9,64.4,0.8,79.2,20.8,0,0.0,0.0,0,0,0.0,1,0
11X270,2009,87.3,0.0,84.1,623,120.0,116.0,53.0,63.0,4.3,14.0,2.2,61.8,33.5,0.2,50.7,49.3,1,0.0,0.0,0,0,271.0,0,1
02M500,2005,69.8,71.4,0.0,203,102.0,58.0,21.0,22.0,6.4,19.2,1.5,48.3,47.3,1.5,47.3,52.7,0,0.0,0.0,0,0,0.0,1,0
24Q530,2006,84.3,76.3,0.0,475,316.0,0.0,0.0,159.0,48.0,0.0,33.3,2.3,49.9,13.3,46.5,53.5,0,0.0,0.0,0,0,0.0,1,0
03M415,2005,76.0,76.6,0.0,880,180.0,195.0,173.0,123.0,8.2,15.2,0.7,63.1,35.2,0.5,48.1,51.9,1,0.0,0.0,0,0,209.0,0,1
22K425,2009,81.6,0.0,48.5,3288,990.0,874.0,558.0,866.0,10.2,10.7,17.5,22.5,15.7,43.0,53.7,46.3,0,0.0,0.0,0,0,0.0,1,0
03M307,2008,74.4,64.6,0.0,361,107.0,96.0,84.0,74.0,6.4,15.8,1.1,40.4,51.5,5.5,55.7,44.3,0,0.0,0.0,0,0,0.0,1,0
12X680,2005,70.2,73.9,0.0,524,221.0,203.0,48.0,51.0,8.6,14.9,1.7,34.7,61.5,0.6,67.6,32.4,1,0.0,0.0,0,0,1.0,0,1
14K610,2011,62.6,0.0,67.1,723,245.0,217.0,164.0,97.0,4.7,30.3,1.4,66.1,30.2,1.7,95.6,4.4,0,0.0,0.0,0,0,0.0,1,0
10X397,2010,20.0,0.0,97.6,238,86.0,91.0,61.0,0.0,88.2,0.0,10.5,13.4,73.1,2.5,56.3,43.7,0,0.0,0.0,0,0,0.0,1,0
07X670,2011,67.4,0.0,77.8,587,199.0,157.0,104.0,127.0,10.4,19.6,3.1,39.2,56.9,0.5,28.6,71.4,0,0.0,0.0,0,0,0.0,1,0
07X495,2005,89.5,87.1,0.0,422,153.0,125.0,78.0,66.0,9.2,10.2,0.9,28.9,67.8,1.2,47.2,52.8,0,0.0,0.0,0,0,0.0,1,0
02M551,2005,80.6,83.6,0.0,313,106.0,109.0,98.0,0.0,17.3,8.3,1.6,26.5,69.0,1.0,56.2,43.8,0,0.0,0.0,0,0,0.0,1,0
09X263,2011,72.0,0.0,76.1,365,87.0,87.0,97.0,94.0,12.1,16.2,1.1,34.2,63.8,0.3,44.1,55.9,0,0.0,0.0,0,0,0.0,1,0
17K590,2005,97.5,32.7,0.0,930,174.0,246.0,178.0,260.0,1.0,2.7,1.2,87.2,4.8,2.0,42.9,57.1,1,0.0,0.0,0,0,72.0,0,1
18K617,2011,81.8,0.0,61.3,310,86.0,98.0,77.0,49.0,8.1,18.1,1.3,85.8,10.6,1.3,66.5,33.5,0,0.0,0.0,0,0,0.0,1,0
21K468,2010,98.6,0.0,80.6,403,87.0,76.0,0.0,0.0,3.2,13.6,6.9,27.0,22.8,42.9,55.3,44.7,1,0.0,0.0,0,0,240.0,0,1
31R080,2009,94.6,0.0,40.6,1320,146.0,132.0,128.0,121.0,1.3,17.5,8.0,18.3,15.8,56.1,49.5,50.5,1,429.0,76.0,1,1,288.0,0,3
17K600,2007,80.0,62.7,0.0,2263,732.0,712.0,386.0,433.0,5.5,9.8,1.3,84.6,8.8,1.0,25.5,74.5,0,0.0,0.0,0,0,0.0,1,0
10X546,2011,77.7,0.0,73.7,445,179.0,127.0,80.0,59.0,9.4,15.1,0.4,28.8,69.0,1.8,32.1,67.9,0,0.0,0.0,0,0,0.0,1,0
31R047,2010,97.7,0.0,38.6,526,135.0,136.0,151.0,104.0,0.2,13.9,12.4,12.0,18.4,56.5,42.0,58.0,0,0.0,0.0,0,0,0.0,1,0
10X477,2010,96.0,0.0,94.8,449,106.0,125.0,135.0,83.0,31.0,8.0,12.2,20.7,60.1,6.2,47.2,52.8,0,0.0,0.0,0,0,0.0,1,0
29Q494,2009,68.3,0.0,54.6,502,199.0,126.0,93.0,84.0,1.8,11.2,4.8,82.9,10.0,0.6,46.4,53.6,0,0.0,0.0,0,0,0.0,1,0
32K403,2009,82.6,0.0,95.2,372,150.0,105.0,39.0,78.0,18.8,13.2,1.1,26.1,71.8,0.8,48.1,51.9,0,0.0,0.0,0,0,0.0,1,0
32K554,2007,100.0,96.1,0.0,266,44.0,49.0,42.0,21.0,4.1,6.0,2.6,21.8,75.2,0.0,50.0,50.0,1,0.0,0.0,0,0,110.0,0,1
02M416,2005,99.1,27.2,0.0,468,122.0,119.0,125.0,102.0,0.2,2.6,25.9,9.0,12.6,49.1,37.6,62.4,0,0.0,0.0,0,0,0.0,1,0
02M407,2010,94.6,0.0,15.4,493,67.0,69.0,74.0,55.0,0.2,8.7,5.3,9.5,20.7,50.5,52.3,47.7,1,0.0,0.0,0,0,228.0,0,1
11X514,2006,64.6,56.2,0.0,268,106.0,82.0,80.0,0.0,10.4,14.2,2.2,27.6,62.7,3.7,72.4,27.6,0,0.0,0.0,0,0,0.0,1,0
02M303,2006,70.1,81.1,0.0,216,142.0,74.0,0.0,0.0,11.6,17.6,2.3,31.5,60.6,2.8,56.5,43.5,0,0.0,0.0,0,0,0.0,1,0
10X225,2010,91.8,0.0,76.3,528,77.0,89.0,69.0,81.0,5.1,16.5,1.3,25.4,71.0,1.9,34.7,65.3,1,0.0,0.0,0,0,212.0,0,1
03M505,2011,47.1,0.0,70.5,564,3.0,224.0,257.0,80.0,7.8,23.0,0.5,34.6,64.4,0.5,44.3,55.7,0,0.0,0.0,0,0,0.0,1,0
06M540,2005,94.7,62.8,0.0,1628,479.0,616.0,290.0,242.0,5.4,7.5,2.6,33.9,59.8,0.9,44.1,55.9,1,0.0,0.0,0,0,1.0,0,1
02M394,2010,60.5,0.0,100.0,235,40.0,183.0,12.0,0.0,86.0,0.0,60.4,5.5,31.1,3.0,52.3,47.7,0,0.0,0.0,0,0,0.0,1,0
10X284,2011,77.3,0.0,74.2,422,137.0,108.0,91.0,86.0,7.1,15.2,0.7,31.5,65.2,2.6,56.6,43.4,0,0.0,0.0,0,0,0.0,1,0
01M448,2011,88.9,0.0,71.8,394,109.0,97.0,93.0,95.0,21.1,21.8,29.2,22.6,45.9,2.3,57.4,42.6,0,0.0,0.0,0,0,0.0,1,0
02M376,2010,98.9,0.0,44.7,318,112.0,105.0,101.0,0.0,0.0,9.1,11.6,20.4,44.7,23.0,47.5,52.5,0,0.0,0.0,0,0,0.0,1,0
17K548,2010,88.6,0.0,77.0,396,111.0,125.0,70.0,90.0,0.5,10.6,0.8,84.6,13.4,0.8,30.3,69.7,0,0.0,0.0,0,0,0.0,1,0
06M462,2005,80.9,83.9,0.0,678,230.0,132.0,199.0,117.0,28.0,12.1,0.4,7.8,90.4,0.6,57.1,42.9,0,0.0,0.0,0,0,0.0,1,0
17K531,2009,76.3,0.0,79.2,389,68.0,75.0,67.0,50.0,3.1,12.6,0.0,92.5,5.4,1.8,50.6,49.4,1,0.0,0.0,0,0,129.0,0,1
14K449,2007,100.0,38.1,0.0,98,37.0,61.0,0.0,0.0,1.0,1.0,18.4,36.7,28.6,12.2,46.9,53.1,0,0.0,0.0,0,0,0.0,1,0
21K410,2011,80.2,0.0,53.3,2595,788.0,784.0,486.0,537.0,16.7,11.5,19.3,35.1,20.1,25.1,56.4,43.6,0,0.0,0.0,0,0,0.0,1,0
21K337,2008,62.6,92.4,0.0,307,69.0,86.0,74.0,78.0,78.2,0.7,16.3,32.2,35.5,16.0,58.3,41.7,0,0.0,0.0,0,0,0.0,1,0
17K528,2011,68.3,0.0,68.7,343,79.0,94.0,87.0,83.0,5.2,13.4,1.5,89.2,7.3,1.5,50.1,49.9,0,0.0,0.0,0,0,0.0,1,0
32K554,2005,100.0,89.2,0.0,237,45.0,23.0,26.0,0.0,4.2,6.3,2.5,22.4,73.4,0.4,50.6,49.4,1,0.0,0.0,0,0,143.0,0,1
15K656,2005,91.7,36.9,0.0,746,193.0,254.0,176.0,123.0,0.1,6.7,1.6,68.4,22.4,2.9,40.8,59.2,0,0.0,0.0,0,0,0.0,1,0
09X276,2011,47.8,0.0,94.8,230,86.0,70.0,49.0,25.0,16.5,16.1,1.7,33.0,63.5,1.3,52.2,47.8,0,0.0,0.0,0,0,0.0,1,0
23K514,2005,90.7,64.5,0.0,216,133.0,83.0,0.0,0.0,1.9,7.9,0.5,73.1,16.7,0.9,41.7,58.3,0,0.0,0.0,0,0,0.0,1,0
02M308,2007,81.4,64.4,0.0,241,98.0,80.0,63.0,0.0,3.3,20.7,5.0,33.2,52.3,7.1,39.4,60.6,0,0.0,0.0,0,0,0.0,1,0
15K463,2010,71.7,0.0,81.1,389,79.0,82.0,76.0,79.0,18.8,15.9,8.2,41.1,45.2,5.1,42.2,57.8,1,0.0,0.0,0,0,73.0,0,1
25Q285,2010,100.0,0.0,44.3,568,106.0,96.0,62.0,70.0,0.7,20.6,19.2,8.3,21.5,50.5,43.3,56.7,1,0.0,0.0,0,0,234.0,0,1
15K027,2007,0.0,91.6,0.0,574,52.0,41.0,0.0,0.0,10.8,31.4,0.5,51.0,46.0,2.3,49.5,50.5,1,267.0,62.0,1,1,152.0,0,3
23K697,2009,84.3,0.0,81.6,582,130.0,120.0,90.0,80.0,1.9,11.9,0.5,84.4,13.1,0.9,33.8,66.2,1,0.0,0.0,0,0,162.0,0,1
02M412,2008,99.2,13.6,0.0,536,135.0,138.0,132.0,131.0,0.2,14.9,28.4,9.3,14.2,46.8,48.9,51.1,0,0.0,0.0,0,0,0.0,1,0
09X403,2006,83.5,82.3,0.0,335,128.0,77.0,78.0,52.0,54.3,3.0,3.9,21.8,70.1,3.6,48.4,51.6,0,0.0,0.0,0,0,0.0,1,0
27Q260,2005,83.9,53.2,0.0,187,114.0,73.0,0.0,0.0,1.1,3.7,7.5,69.5,15.5,0.5,47.6,52.4,0,0.0,0.0,0,0,0.0,1,0
26Q566,2010,92.8,0.0,50.9,1230,375.0,330.0,255.0,270.0,2.3,14.8,23.7,47.1,15.7,12.8,45.1,54.9,0,0.0,0.0,0,0,0.0,1,0
15K698,2011,27.7,0.0,74.0,149,49.0,56.0,32.0,12.0,2.0,6.0,0.7,21.5,72.5,4.0,45.0,55.0,0,0.0,0.0,0,0,0.0,1,0
06M463,2008,74.8,84.3,0.0,639,212.0,191.0,136.0,100.0,25.0,9.5,0.5,5.6,93.6,0.2,60.9,39.1,0,0.0,0.0,0,0,0.0,1,0
30Q450,2006,67.7,62.8,0.0,3432,1077.0,1000.0,753.0,602.0,10.8,11.4,16.4,14.4,55.6,13.6,52.2,47.8,0,0.0,0.0,0,0,0.0,1,0
07X379,2008,29.7,76.8,0.0,131,35.0,55.0,24.0,17.0,3.1,6.9,0.8,53.4,44.3,0.8,46.6,53.4,0,0.0,0.0,0,0,0.0,1,0
24Q530,2010,88.3,0.0,89.8,475,107.0,104.0,95.0,169.0,76.8,0.0,38.5,2.5,48.4,10.5,48.6,51.4,0,0.0,0.0,0,0,0.0,1,0
10X342,2010,72.1,0.0,88.9,558,92.0,129.0,82.0,98.0,82.4,4.3,0.0,0.0,99.5,0.0,49.6,50.4,1,0.0,0.0,0,0,157.0,0,1
14K561,2010,93.4,0.0,90.4,539,164.0,140.0,121.0,114.0,3.7,12.2,1.1,30.4,59.2,9.1,47.7,52.3,0,0.0,0.0,0,0,0.0,1,0
13K350,2011,62.6,0.0,74.1,431,139.0,101.0,100.0,91.0,4.6,22.5,1.9,73.3,22.7,0.9,42.7,57.3,0,0.0,0.0,0,0,0.0,1,0
02M429,2011,70.6,0.0,93.9,294,101.0,71.0,76.0,46.0,8.2,22.4,1.4,45.2,51.4,1.7,49.0,51.0,0,0.0,0.0,0,0,0.0,1,0
12X682,2008,69.2,81.1,0.0,501,132.0,155.0,106.0,108.0,10.4,25.3,1.0,32.5,66.1,0.2,49.3,50.7,0,0.0,0.0,0,0,0.0,1,0
16K594,2011,66.2,0.0,58.6,294,98.0,78.0,65.0,53.0,2.4,17.3,1.0,78.6,19.4,0.7,43.2,56.8,0,0.0,0.0,0,0,0.0,1,0
04M435,2005,91.4,62.2,0.0,1583,468.0,391.0,342.0,382.0,7.2,8.8,12.7,22.7,58.7,3.2,51.2,48.8,0,0.0,0.0,0,0,0.0,1,0
10X434,2007,82.2,78.9,0.0,385,120.0,116.0,68.0,81.0,19.0,17.1,1.3,34.8,61.0,1.8,49.1,50.9,0,0.0,0.0,0,0,0.0,1,0
21K410,2005,74.6,38.7,0.0,2795,1281.0,757.0,381.0,376.0,9.6,10.9,13.0,35.1,21.3,28.9,56.4,43.6,0,0.0,0.0,0,0,0.0,1,0
17K382,2008,77.2,69.4,0.0,500,102.0,85.0,62.0,0.0,2.8,8.2,0.2,87.8,7.8,1.0,52.8,47.2,1,0.0,0.0,0,0,251.0,0,1
09X517,2011,77.4,0.0,79.7,532,125.0,110.0,81.0,71.0,6.4,17.7,1.1,56.2,41.4,0.4,51.5,48.5,1,0.0,0.0,0,0,145.0,0,1
24Q293,2008,87.5,55.72,0.0,121,121.0,0.0,0.0,0.0,13.2,12.4,7.4,10.7,75.2,6.6,52.9,47.1,0,0.0,0.0,0,0,0.0,1,0
31R450,2006,76.4,47.6,0.0,2700,929.0,847.0,429.0,495.0,4.6,12.7,6.4,34.9,27.7,30.5,47.6,52.4,0,0.0,0.0,0,0,0.0,1,0
06M552,2008,81.8,88.0,0.0,409,107.0,103.0,100.0,99.0,87.3,0.0,0.0,0.0,100.0,0.0,44.3,55.7,0,0.0,0.0,0,0,0.0,1,0
19K510,2005,74.4,98.1,0.0,214,128.0,86.0,0.0,0.0,3.7,5.6,2.3,72.4,17.8,1.9,24.3,75.7,0,0.0,0.0,0,0,0.0,1,0
26Q430,2005,88.1,20.0,0.0,4235,1088.0,1196.0,1069.0,882.0,8.8,8.4,46.4,13.5,20.6,19.3,49.1,50.9,0,0.0,0.0,0,0,0.0,1,0
02M298,2009,93.9,0.0,62.2,413,127.0,110.0,91.0,85.0,1.2,14.0,14.0,32.2,42.4,7.5,45.8,54.2,0,0.0,0.0,0,0,0.0,1,0
26Q415,2009,91.6,0.0,21.6,4018,1033.0,1119.0,1072.0,794.0,6.9,8.7,44.8,18.8,16.9,17.2,47.2,52.8,0,0.0,0.0,0,0,0.0,1,0
01M650,2005,73.9,51.1,0.0,213,31.0,98.0,20.0,64.0,7.0,6.1,3.3,33.3,58.7,4.2,48.8,51.2,0,0.0,0.0,0,0,0.0,1,0
30Q286,2009,97.6,0.0,80.2,335,89.0,0.0,0.0,0.0,6.0,4.5,27.8,5.4,45.1,21.2,0.0,100.0,1,0.0,0.0,0,0,246.0,0,1
02M429,2007,40.2,74.0,0.0,378,168.0,110.0,63.0,37.0,7.4,18.0,3.2,44.7,48.1,2.9,50.5,49.5,0,0.0,0.0,0,0,0.0,1,0
17K489,2007,32.9,65.2,0.0,303,21.0,143.0,64.0,75.0,0.7,5.6,1.0,91.7,5.9,1.0,42.2,57.8,0,0.0,0.0,0,0,0.0,1,0
04M435,2011,98.3,0.0,71.6,1650,362.0,424.0,456.0,408.0,2.7,5.8,20.1,19.7,57.4,2.2,46.4,53.6,0,0.0,0.0,0,0,0.0,1,0
24Q299,2009,98.6,0.0,55.9,456,147.0,200.0,59.0,50.0,0.7,0.0,25.0,19.7,24.8,23.9,35.5,64.5,0,0.0,0.0,0,0,0.0,1,0
27Q260,2008,83.5,65.6,0.0,409,145.0,104.0,86.0,74.0,2.4,8.3,5.9,66.0,18.1,1.7,47.4,52.6,0,0.0,0.0,0,0,0.0,1,0
18K629,2011,80.3,0.0,71.6,299,118.0,91.0,21.0,69.0,7.7,18.4,1.3,86.6,11.4,0.7,51.5,48.5,0,0.0,0.0,0,0,0.0,1,0
02M630,2006,84.8,42.4,0.0,1431,439.0,406.0,248.0,338.0,2.9,10.2,5.7,25.6,51.3,9.4,57.9,42.1,0,0.0,0.0,0,0,0.0,1,0
12X248,2010,72.6,0.0,94.5,324,87.0,96.0,74.0,67.0,23.8,19.1,2.2,21.6,75.3,0.9,50.3,49.7,0,0.0,0.0,0,0,0.0,1,0
31R047,2009,96.7,0.0,32.6,492,147.0,158.0,110.0,77.0,0.0,12.2,11.8,11.4,17.9,57.7,42.1,57.9,0,0.0,0.0,0,0,0.0,1,0
04M610,2010,100.0,0.0,79.2,450,78.0,88.0,64.0,64.0,1.6,5.6,4.7,35.1,58.2,1.6,0.0,100.0,1,0.0,0.0,0,0,156.0,0,1
02M690,2006,52.3,65.9,0.0,373,241.0,99.0,12.0,21.0,7.8,15.5,8.8,35.4,49.1,4.3,49.9,50.1,0,0.0,0.0,0,0,0.0,1,0
18K576,2010,81.7,0.0,71.6,332,91.0,82.0,88.0,71.0,5.1,13.9,1.2,88.6,8.1,1.8,50.3,49.7,0,0.0,0.0,0,0,0.0,1,0
32K554,2011,97.4,0.0,81.4,263,37.0,34.0,34.0,35.0,2.7,4.9,5.3,12.9,79.5,1.5,52.1,47.9,1,0.0,0.0,0,0,123.0,0,1
15K519,2008,77.5,71.1,0.0,773,334.0,197.0,100.0,142.0,2.6,19.4,1.8,68.3,27.3,2.2,46.6,53.4,0,0.0,0.0,0,0,0.0,1,0
19K510,2011,81.9,0.0,72.6,380,106.0,105.0,92.0,77.0,4.2,14.7,2.1,81.1,14.2,1.3,36.8,63.2,0,0.0,0.0,0,0,0.0,1,0
32K403,2011,75.6,0.0,88.7,362,96.0,86.0,73.0,107.0,32.9,17.7,0.6,21.0,77.1,0.8,50.0,50.0,0,0.0,0.0,0,0,0.0,1,0
